StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/15/19 10:49,8/15/19 10:55,IP Address,35.143.240.153,100,365,TRUE,8/15/19 10:55,R_2v81gQqi6jPqbfe,,,,,27.84849548,-82.79440308,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Social Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not important,Very important,Very important,Very important,Professor,"Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived off campus,Participated in an unpaid internship",No,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Having a good education,80863,33693,59299,21833,21563,48,15,53,30,13,,,,,,,,,My estimate was lower than the actual salary,,Smart,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,What they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,White/Caucasian,"$25,000 - $29,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,electrical engineer,70
8/15/19 10:49,8/15/19 10:55,IP Address,73.20.219.167,100,366,TRUE,8/15/19 10:56,R_2uy6YFf6TziFQo0,,,,,33.35890198,-82.00990295,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Social Sciences,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not important,Very important,Very important,Very important,Yourself,"Lived off campus,Voted in a national, state, or local election,Participated in an unpaid internship",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Coming from a wealthy family,68464,41779,65499,17790,20216,60,42,63,26,31,,,greedy,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Much less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Male,White/Caucasian,"$75,000 - $99,999",,,Answer 1,,,,,,,,,Answer 1,,,,,,,electrical engineer,8
8/15/19 10:51,8/15/19 10:56,IP Address,128.249.96.88,100,252,TRUE,8/15/19 10:56,R_1dK3rNRKTmLHl7F,,,,,29.70559692,-95.40200043,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Natural Sciences,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not important,Not important,Not important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Yourself,"Joined a pre-professional or departmental club,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Held a leadership position in an organization,Participated in an unpaid internship",Yes,Yes,Moderate,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Knowing the right people,81132,30997,50943,15364,30997,40,80,60,95,20,,,,Hardworking,,,,,,,,,,,,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,What they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,"White/Caucasian,Asian","$200,000 - $249,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,Geology Research Associate,76
8/15/19 10:48,8/15/19 10:56,IP Address,107.146.243.120,100,463,TRUE,8/15/19 10:56,R_2f6zjIAbOiTsAiB,,,,,35.34069824,-119.0596008,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Public university,Social Sciences,Very important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Not important,Very important,Not important,Not important,Very important,Not important,Very important,Not important,Very important,Yourself,"Had a roommate of a different race/ethnicity,Lived off campus,Voted in a national, state, or local election",Unsure,Yes,Extremely liberal,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Knowing the right people,38544,21833,35310,17790,28032,61,42,60,31,50,,,,,,,,,,My estimate was lower than the actual salary,smart,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,White/Caucasian,"$15,000 - $24,999",Answer 1,Answer 1,Answer 1,,,,,,,,,Answer 1,,,,,,,electrical engineer ,16
8/15/19 10:52,8/15/19 10:57,IP Address,67.134.226.238,100,263,TRUE,8/15/19 10:57,R_XLI1W55s7z2ybMB,,,,,29.9367981,-95.32990265,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Social Sciences,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Professor,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Participated in student government",No,Yes,Moderate,Strongly agree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Natural ability,79784,25606,100000,10512,40162,60,30,75,10,40,,,,,,,,My estimate was equal to the actual salary,,,,,,,Academia,Agree,Disagree,Disagree,Strongly disagree,Neutral,What they deserve,None of the above because people should help themselves,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$60,000 - $74,999",,Answer 1,Answer 1,,,,,,,,Answer 1,Answer 1,,,,,,,Electrical engineer,23
8/15/19 10:50,8/15/19 10:57,IP Address,63.143.230.51,100,378,TRUE,8/15/19 10:57,R_3ErGdLC0OgRVLd7,,,,,40.91290283,-74.16269684,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Engineering,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yourself,"Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Participated in an ethnic/racial student organization",Unsure,Yes,Slightly liberal,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Hard work,70081,37466,66577,12668,102156,15,34,50,5,54,,,,,,,My estimate was equal to the actual salary,,,,,Writer,,,,Neutral,Agree,Disagree,Agree,Disagree,What they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school part-time,Male,Other Latina/o/x,"$25,000 - $29,999",Answer 1,,,,,,,,,,Answer 1,,,,,,,,Electrical Engineer,72
8/15/19 10:49,8/15/19 10:57,IP Address,97.105.254.93,100,456,TRUE,8/15/19 10:57,R_OlDJYU0fqr0DZkJ,,,,,32.94729614,-96.70279694,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Public university,Social Sciences,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Yourself,"Lived off campus,Voted in a national, state, or local election",No,No,Moderate,Disagree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Ambition,55256,60377,75472,38544,50943,65,80,80,26,55,High future income potential,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Disagree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$150,000 - $199,999",,,,,Answer 1,,,,,,,,,,,,Answer 1,,Entry Level Electrical Engineer,90
8/15/19 10:57,8/15/19 10:57,IP Address,68.98.33.180,100,22,TRUE,8/15/19 10:57,R_3J4rUHVqZGf5oDB,,,,,33.31239319,-111.9195023,anonymous,EN,"I consent, begin the study",30 or older,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
8/15/19 10:52,8/15/19 10:57,IP Address,192.55.242.200,100,329,TRUE,8/15/19 10:57,R_dbbsAz1VTayrEXL,,,,,44.97619629,-93.27590179,anonymous,EN,"I consent, begin the study",28,Professional degree,Public university,Humanities and Languages,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not important,Parents,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Played intercollegiate athletics (e.g., NCAA or NAIA-sponsored),Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in leadership training,Participated in an ethnic/racial student organization",Yes,Unsure,Extremely liberal,Strongly disagree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Coming from a wealthy family,56065,31536,60647,30728,40701,85,31,87,33,42,,,,,,,,,My estimate was higher than the actual salary,,,,,hardworking,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Other,White/Caucasian,"$150,000 - $199,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,Janitor,28
8/15/19 10:56,8/15/19 10:58,IP Address,174.229.131.115,100,90,TRUE,8/15/19 10:58,R_21j4R39V0RLV8iP,,,,,40.3052063,-79.54180145,anonymous,EN,"I consent, begin the study",30 or older,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
8/15/19 10:50,8/15/19 10:58,IP Address,1.39.131.165,100,482,TRUE,8/15/19 10:58,R_1jyd2W61X0S14Ic,,,,,12.97709656,77.58709717,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Private university,Business,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Parents,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived on campus,Participated in leadership training",Unsure,Yes,Extremely liberal,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Natural ability,36462,29603,13357,28159,19856,6,13,9,24,17,,,29000,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Much more than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work full-time,Male,American Indian / Alaska Native,"$30,000 - $59,999",,Answer 1,,,,,,,,Answer 1,Answer 1,Answer 1,Answer 1,,Answer 1,,Answer 1,,Entry level,75
8/15/19 10:53,8/15/19 10:59,IP Address,172.58.21.175,100,387,TRUE,8/15/19 10:59,R_XiVhMSAOv9EC7Xb,,,,,34.00680542,-118.2559967,anonymous,EN,"I consent, begin the study",28,Bachelor's degree,Private university,Health Sciences,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not important,Not important,Very important,Not important,Very important,Not important,Not important,Very important,Very important,Very important,Very important,Not important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Held a leadership position in an organization,Participated in leadership training",Yes,Yes,Slightly conservative,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Hard work,67069,29003,74320,37462,100906,30,30,58,51,36,,,,,,,,,,My estimate was higher than the actual salary,,,,Man,,Disagree,Agree,Agree,Disagree,Agree,What they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$60,000 - $74,999",,,,,,Answer 1,,,,,,,,,,,Answer 1,,Investment Banker,6
8/15/19 10:53,8/15/19 10:59,IP Address,157.51.89.109,100,369,TRUE,8/15/19 10:59,R_eDpQHoylEaj2dnX,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",28,Professional degree,Private university,Business,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Career counselor,"Joined a fraternity or sorority or similar type of social house,Attended a racial/cultural awareness workshop,Played intercollegiate athletics (e.g., NCAA or NAIA-sponsored),Held a leadership position in an organization,Participated in leadership training",Yes,Yes,Conservative,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Hard work,106199,122102,132615,150404,80593,30,52,64,72,55,,,good,,,,,,,,,,,,,Agree,Strongly agree,Agree,Agree,Strongly agree,More than they deserve,"Give them money,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$30,000 - $59,999",Answer 1,Answer 1,Answer 1,,Answer 1,,,Answer 1,,,,,Answer 1,,Answer 1,Answer 1,,Answer 1,150000,47
8/15/19 10:59,8/15/19 11:00,IP Address,107.184.77.132,100,13,TRUE,8/15/19 11:00,R_1mfxKhXQ7T0tdWA,,,,,34.10820007,-118.1568985,anonymous,EN,"I consent, begin the study",30 or older,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
8/15/19 10:52,8/15/19 11:00,IP Address,67.166.42.4,100,489,TRUE,8/15/19 11:00,R_56bSp6jm660pV6h,,,,,38.85110474,-104.7687988,anonymous,EN,"I consent, begin the study",29,Professional degree,Public university,Social Sciences,Very important,Very important,Not important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Yourself,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Held a leadership position in an organization,Participated in an unpaid internship,Participated in leadership training,Participated in an ethnic/racial student organization",Unsure,Unsure,Slightly liberal,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hard work,80593,42049,103234,30458,80593,80,30,96,9,36,,,,,scientist,,,,,,,,,,,Agree,Strongly agree,Neutral,Neutral,Neutral,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$30,000 - $59,999",Answer 1,Answer 1,,,,,,,,Answer 1,,,,,,,,,Janitor,32
